"facsex","facethn","facnat","facrank","employm","salary","yrsteach","yrsut","degree","sample","remind","nstud","studrank","studsex","grade","gpa","satisfy","religion","psd","race","sexism","racism","rpolicy","casteman","competen","sensitiv","cstatus","item13","item14","item15","item16","item17","item18","item19","item20","item21","item22","item23","item24","item25","item26","item27","item28","item29","item30","item31","item32","item33","item34","item35","item36","item37","item38","item39","item40","item41","item42","item43","item44","item45","item46","item47","item48","item49","item50","item51","item52"
1,1,1,1,25,24,,0,1,2,1,23,4,1,4,4,3,3,4,1,2.46153855323792,2.125,2.5,3.5,5,4.59999990463257,7.03000020980835,0.745338380336761,0.681313633918762,0.755878388881683,0.869887351989746,0.937790334224701,1.04238700866699,0.959608376026154,-0.843561410903931,1.24774992465973,1.25342535972595,0.207042396068573,-0.702060163021088,0.722358584403992,-0.0728388205170631,0.690304160118103,0.750810503959656,0.889553964138031,-1.20095133781433,0.995109379291534,0.608578145503998,0.0525208301842213,0.428478121757507,-1.23218989372253,-0.885583162307739,-1.69912254810333,-0.823948502540588,3.58461952209473,1.27068185806274,0.880814909934998,0.256898581981659,-0.139017477631569,1.14728283882141,-0.114014022052288,0.995647728443146,0.412218689918518,1.94755458831787,-1.03510117530823,1.07633602619171,0.852609872817993,-0.321527272462845
1,1,1,1,25,24,,0,1,2,1,23,4,2,4,4,1,3,2,1,1.69230771064758,1.5,2,1,4.40000009536743,3.59999990463257,7.03000020980835,0.745338380336761,-0.728847146034241,-0.581228196620941,-0.322429299354553,0.937790334224701,-0.895418584346771,-0.075049102306366,-0.843561410903931,0.233863979578018,0.362800508737564,0.207042396068573,-0.702060163021088,-0.288509577512741,-0.0728388205170631,-0.680649518966675,-0.282555252313614,-0.953372657299042,-0.132768496870995,-0.677622079849243,-0.398108571767807,-0.923260927200317,-1.19801330566406,-1.23218989372253,-0.885583162307739,-0.922222971916199,-0.823948502540588,-0.861494719982147,-0.75221449136734,-1.14195740222931,0.256898581981659,-1.01988279819489,-0.487377345561981,-0.114014022052288,-0.159632787108421,-1.34331846237183,0.0528196319937706,-1.03510117530823,-1.49323976039886,-1.25241279602051,-0.321527272462845
1,1,1,1,25,24,,0,1,2,1,23,4,1,4,3,1,3,4,1,2.76923084259033,2.625,3.5,4.5,4.80000019073486,4.40000009536743,7.03000020980835,0.745338380336761,-0.728847146034241,0.755878388881683,0.869887351989746,0.937790334224701,1.04238700866699,0.959608376026154,0.250873267650604,0.233863979578018,0.362800508737564,0.207042396068573,0.372258692979813,-0.288509577512741,1.81696105003357,0.690304160118103,1.7841762304306,0.889553964138031,-0.132768496870995,0.995109379291534,1.61526489257813,0.0525208301842213,2.05496954917908,-0.239982321858406,0.185957223176956,0.631576299667358,0.302462100982666,0.25003382563591,0.25923365354538,1.89220106601715,-1.69107508659363,-0.139017477631569,0.329952716827393,-0.978055417537689,0.995647728443146,-0.465549856424332,1.00018715858459,0.0668060705065727,1.07633602619171,0.852609872817993,-0.321527272462845
1,1,1,1,25,24,,0,1,2,1,23,4,2,4,3,3,3,2,1,1.53846156597137,1.5,2,1,4,3.59999990463257,7.03000020980835,-0.610604107379913,-0.728847146034241,-0.581228196620941,-0.322429299354553,-0.177059829235077,-1.86432135105133,-0.075049102306366,0.250873267650604,0.233863979578018,0.362800508737564,-0.830356657505035,-0.702060163021088,1.73322677612305,-0.0728388205170631,0.690304160118103,-1.31592094898224,-0.953372657299042,-1.20095133781433,-0.677622079849243,-0.398108571767807,-0.923260927200317,-1.19801330566406,-0.239982321858406,0.185957223176956,-0.14532333612442,0.302462100982666,0.25003382563591,-0.75221449136734,-1.14195740222931,-0.717088222503662,-1.01988279819489,-0.487377345561981,-1.84209680557251,-1.31491327285767,-1.34331846237183,0.0528196319937706,-1.03510117530823,-1.49323976039886,-1.25241279602051,-1.22615218162537
1,1,1,1,25,24,,0,1,2,1,23,4,2,5,3,1,5,2,1,1.38461542129517,1.375,1.5,1.5,4.59999990463257,4.80000019073486,7.03000020980835,0.745338380336761,0.681313633918762,-0.581228196620941,0.869887351989746,-0.177059829235077,1.04238700866699,0.959608376026154,1.34530794620514,0.233863979578018,1.25342535972595,1.24444139003754,0.372258692979813,-0.288509577512741,-1.01773881912231,-0.680649518966675,-0.282555252313614,-0.0319093316793442,-0.132768496870995,-1.51398777961731,-0.398108571767807,-0.923260927200317,-1.19801330566406,-0.239982321858406,-0.885583162307739,-1.69912254810333,-0.823948502540588,-0.861494719982147,-0.75221449136734,-1.14195740222931,-0.717088222503662,-1.01988279819489,-1.30470740795136,-0.978055417537689,-1.31491327285767,-1.34331846237183,0.0528196319937706,-1.03510117530823,-0.636714458465576,-1.25241279602051,-1.22615218162537
1,1,1,1,25,24,,0,1,2,1,23,4,2,4,3,1,3,3,1,1.61538457870483,1,2,1,4.59999990463257,4.40000009536743,7.03000020980835,0.745338380336761,0.681313633918762,-0.581228196620941,-0.322429299354553,0.937790334224701,1.04238700866699,-0.075049102306366,1.34530794620514,0.233863979578018,0.362800508737564,1.24444139003754,1.44657754898071,-1.29937767982483,-1.01773881912231,-0.680649518966675,-1.31592094898224,-1.87483596801758,-1.20095133781433,1.83147501945496,-1.40479528903961,-0.923260927200317,-1.19801330566406,-1.23218989372253,-0.885583162307739,1.40847599506378,-0.823948502540588,-0.861494719982147,-0.75221449136734,-1.14195740222931,-1.69107508659363,-0.139017477631569,-2.12203741073608,-1.84209680557251,-1.31491327285767,-1.34331846237183,-1.84191536903381,-1.03510117530823,-1.49323976039886,-1.25241279602051,-1.22615218162537
1,1,1,1,25,24,,0,1,2,1,23,4,2,4,5,3,3,5,1,2,2.5,3.5,2.5,5,4.19999980926514,7.03000020980835,0.745338380336761,0.681313633918762,0.755878388881683,0.869887351989746,0.937790334224701,0.0734842047095299,0.959608376026154,1.34530794620514,1.24774992465973,-1.41844916343689,0.207042396068573,0.372258692979813,-0.288509577512741,-0.0728388205170631,-0.680649518966675,0.750810503959656,-0.953372657299042,0.935414373874664,0.158743634819984,0.608578145503998,-0.923260927200317,-0.384767591953278,-1.23218989372253,0.185957223176956,-1.69912254810333,1.42887270450592,1.36156237125397,0.25923365354538,-0.130571261048317,-0.717088222503662,1.62271308898926,1.14728283882141,1.61406874656677,0.995647728443146,0.412218689918518,1.94755458831787,-1.03510117530823,0.219810783863068,-1.25241279602051,-0.321527272462845
1,1,1,1,25,24,,0,1,2,1,23,4,1,4,3,1,3,4,1,3.53846144676209,3.125,3.5,5,4.59999990463257,4.40000009536743,7.03000020980835,0.745338380336761,0.681313633918762,-0.581228196620941,-0.322429299354553,0.937790334224701,1.04238700866699,0.959608376026154,0.250873267650604,0.233863979578018,0.362800508737564,0.207042396068573,-0.702060163021088,0.722358584403992,1.81696105003357,0.690304160118103,1.7841762304306,0.889553964138031,2.00359725952148,0.995109379291534,1.61526489257813,2.97986602783203,2.05496954917908,0.752225279808044,1.25749754905701,0.631576299667358,0.302462100982666,1.36156237125397,1.27068185806274,0.880814909934998,0.256898581981659,-0.139017477631569,1.14728283882141,-0.114014022052288,0.995647728443146,0.412218689918518,1.00018715858459,1.16871333122253,1.932861328125,0.852609872817993,1.48772251605988
1,1,1,1,25,24,,0,1,2,1,23,3,2,4,5,5,3,3,1,2,1.625,2,2,5,3.59999990463257,7.03000020980835,0.745338380336761,0.681313633918762,0.755878388881683,0.869887351989746,0.937790334224701,0.0734842047095299,-0.075049102306366,-0.843561410903931,0.233863979578018,-0.527824342250824,0.207042396068573,0.372258692979813,0.722358584403992,-0.0728388205170631,-0.680649518966675,-0.282555252313614,-0.0319093316793442,-0.132768496870995,0.995109379291534,0.608578145503998,-0.923260927200317,-0.384767591953278,-1.23218989372253,-0.885583162307739,-0.922222971916199,-0.823948502540588,0.25003382563591,-0.75221449136734,-1.14195740222931,0.256898581981659,-1.01988279819489,-0.487377345561981,-0.114014022052288,-0.159632787108421,-0.465549856424332,-0.894547879695892,0.0668060705065727,-0.636714458465576,-1.25241279602051,-1.22615218162537
1,1,1,1,25,24,,0,1,2,1,23,3,2,4,3,1,3,3,1,1.53846156597137,1.375,2,3,4.40000009536743,4,7.03000020980835,0.745338380336761,-0.728847146034241,-0.581228196620941,-0.322429299354553,0.937790334224701,0.0734842047095299,0.959608376026154,0.250873267650604,0.233863979578018,-0.527824342250824,0.207042396068573,0.372258692979813,-0.288509577512741,-1.01773881912231,-0.680649518966675,-0.282555252313614,-0.953372657299042,-0.132768496870995,-1.51398777961731,-1.40479528903961,-0.923260927200317,0.428478121757507,-1.23218989372253,-0.885583162307739,-0.922222971916199,-0.823948502540588,-0.861494719982147,-0.75221449136734,-1.14195740222931,-0.717088222503662,-0.139017477631569,0.329952716827393,-0.114014022052288,-0.159632787108421,-0.465549856424332,-0.894547879695892,-1.03510117530823,0.219810783863068,-1.25241279602051,-0.321527272462845
1,1,1,2,100,35,2,2,3,1,2,6,5,1,4,5,1,3,5,1,3.07692313194275,3,3.5,3.5,4.80000019073486,5,7.03000020980835,0.745338380336761,0.681313633918762,0.755878388881683,0.869887351989746,-0.177059829235077,1.04238700866699,0.959608376026154,1.34530794620514,1.24774992465973,1.25342535972595,1.24444139003754,1.44657754898071,2.74409484863281,0.872061133384705,2.06125783920288,0.750810503959656,0.889553964138031,0.935414373874664,0.158743634819984,0.608578145503998,1.02830255031586,0.428478121757507,0.752225279808044,1.25749754905701,-0.14532333612442,1.42887270450592,1.36156237125397,1.27068185806274,0.880814909934998,0.256898581981659,0.741847813129425,1.14728283882141,-0.978055417537689,0.995647728443146,1.28998720645905,0.0528196319937706,1.16871333122253,1.07633602619171,0.852609872817993,0.583097636699677
1,3,1,3,100,35,8,3,3,1,1,29,3,1,3,1,1,3,4,1,3.1538462638855,3,4.5,3,4.80000019073486,4.19999980926514,7.03000020980835,0.745338380336761,0.681313633918762,0.755878388881683,-0.322429299354553,0.937790334224701,0.0734842047095299,0.959608376026154,0.250873267650604,0.233863979578018,0.362800508737564,1.24444139003754,1.44657754898071,-0.288509577512741,1.81696105003357,2.06125783920288,1.7841762304306,-0.0319093316793442,2.00359725952148,0.995109379291534,0.608578145503998,0.0525208301842213,0.428478121757507,0.752225279808044,0.185957223176956,-0.14532333612442,0.302462100982666,1.36156237125397,1.27068185806274,0.880814909934998,1.23088538646698,1.62271308898926,1.14728283882141,-0.114014022052288,0.995647728443146,0.412218689918518,1.00018715858459,1.16871333122253,0.219810783863068,0.852609872817993,0.583097636699677
1,3,1,3,100,35,8,3,3,1,1,29,3,1,4,3,1,5,5,1,2.69230771064758,1.375,2,1,4.59999990463257,4.40000009536743,7.03000020980835,0.745338380336761,0.681313633918762,0.755878388881683,-0.322429299354553,-0.177059829235077,1.04238700866699,0.959608376026154,0.250873267650604,0.233863979578018,0.362800508737564,1.24444139003754,1.44657754898071,-0.288509577512741,-1.01773881912231,-0.680649518966675,0.750810503959656,0.889553964138031,-1.20095133781433,-0.677622079849243,-1.40479528903961,1.02830255031586,-1.19801330566406,0.752225279808044,-0.885583162307739,-0.14532333612442,-0.823948502540588,-0.861494719982147,-0.75221449136734,0.880814909934998,-0.717088222503662,-0.139017477631569,1.14728283882141,0.750027358531952,-0.159632787108421,0.412218689918518,1.00018715858459,-1.03510117530823,-1.49323976039886,0.852609872817993,0.583097636699677
1,3,1,3,100,35,8,3,3,1,1,29,3,1,4,2,1,3,4,1,3.92307686805725,2.625,4.5,3,4.59999990463257,3.59999990463257,7.03000020980835,-0.610604107379913,0.681313633918762,0.755878388881683,0.869887351989746,-0.177059829235077,0.0734842047095299,-0.075049102306366,0.250873267650604,-0.780021965503693,-0.527824342250824,0.207042396068573,-0.702060163021088,,1.81696105003357,0.690304160118103,0.750810503959656,0.889553964138031,2.00359725952148,0.995109379291534,0.608578145503998,1.02830255031586,0.428478121757507,0.752225279808044,0.185957223176956,0.631576299667358,0.302462100982666,0.25003382563591,0.25923365354538,2.90358734130859,2.20487213134766,1.62271308898926,1.14728283882141,1.61406874656677,0.995647728443146,0.412218689918518,0.0528196319937706,2.27062058448792,0.219810783863068,0.852609872817993,1.48772251605988
1,3,1,3,100,35,8,3,3,1,1,29,,2,4,5,5,5,2,1,2.1538462638855,1.875,2,2,4.40000009536743,3.59999990463257,7.03000020980835,0.745338380336761,-0.728847146034241,-0.581228196620941,-0.322429299354553,0.937790334224701,0.0734842047095299,-1.10970652103424,0.250873267650604,0.233863979578018,-0.527824342250824,0.207042396068573,0.372258692979813,-0.288509577512741,-1.01773881912231,0.690304160118103,-0.282555252313614,-0.953372657299042,0.935414373874664,-0.677622079849243,-0.398108571767807,0.0525208301842213,-0.384767591953278,-0.239982321858406,-0.885583162307739,-0.14532333612442,-0.823948502540588,-0.861494719982147,-0.75221449136734,0.880814909934998,-0.717088222503662,-0.139017477631569,-0.487377345561981,-0.114014022052288,0.995647728443146,0.412218689918518,0.0528196319937706,0.0668060705065727,-0.636714458465576,-0.199901431798935,-1.22615218162537
1,3,1,3,100,35,8,3,3,1,1,29,2,1,4,3,1,3,4,1,2.92307686805725,2.25,3.5,2.5,5,4.80000019073486,7.03000020980835,0.745338380336761,0.681313633918762,0.755878388881683,0.869887351989746,0.937790334224701,1.04238700866699,0.959608376026154,1.34530794620514,1.24774992465973,0.362800508737564,1.24444139003754,1.44657754898071,2.74409484863281,-0.0728388205170631,-0.680649518966675,0.750810503959656,-0.0319093316793442,0.935414373874664,0.995109379291534,0.608578145503998,0.0525208301842213,-0.384767591953278,-0.239982321858406,-0.885583162307739,1.40847599506378,1.42887270450592,1.36156237125397,-0.75221449136734,-1.14195740222931,-0.717088222503662,1.62271308898926,1.14728283882141,0.750027358531952,0.995647728443146,1.28998720645905,0.0528196319937706,1.16871333122253,0.219810783863068,0.852609872817993,0.583097636699677
1,3,1,3,100,35,8,3,3,1,1,29,3,1,5,3,1,3,4,1,2.8461537361145,2.125,3.5,2.5,5,4.19999980926514,7.03000020980835,0.745338380336761,0.681313633918762,0.755878388881683,0.869887351989746,0.937790334224701,0.0734842047095299,-0.075049102306366,1.34530794620514,0.233863979578018,0.362800508737564,1.24444139003754,1.44657754898071,2.74409484863281,-0.0728388205170631,0.690304160118103,0.750810503959656,-0.953372657299042,0.935414373874664,0.995109379291534,-0.398108571767807,1.02830255031586,-0.384767591953278,-0.239982321858406,0.185957223176956,0.631576299667358,-0.823948502540588,1.36156237125397,-0.75221449136734,-0.130571261048317,-0.717088222503662,1.62271308898926,-0.487377345561981,1.61406874656677,0.995647728443146,0.412218689918518,1.00018715858459,1.16871333122253,0.219810783863068,0.852609872817993,-0.321527272462845
